255.0000,0.0124
256.0000,0.0104
257.0000,0.0113
258.0000,0.0101
259.0000,0.0102
260.0000,0.0126
261.0000,0.0109
262.0000,0.0141
263.0000,0.0121
264.0000,0.0108
265.0000,0.0104
266.0000,0.0305
267.0000,0.2598
268.0000,0.3765
269.0000,0.2577
270.0000,0.3047
271.0000,0.2904
272.0000,0.2413
273.0000,0.1862
274.0000,0.2037
275.0000,0.1897
276.0000,0.1747
277.0000,0.1458
278.0000,0.1796
279.0000,0.1412
280.0000,0.1164
281.0000,0.1207
282.0000,0.1181
283.0000,0.1042
284.0000,0.1065
285.0000,0.0838
286.0000,0.0987
287.0000,0.0899
288.0000,0.1018
289.0000,0.0947
290.0000,0.0921
291.0000,0.0848
292.0000,0.0738
293.0000,0.0627
294.0000,0.0635
295.0000,0.0720
296.0000,0.0683
297.0000,0.0501
298.0000,0.0463
299.0000,0.0529
300.0000,0.0400
